Sl no.,District Name,State,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
4834,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,3500,4000,3750,26-Jun-24
4835,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,3500,4000,3800,24-Jun-24
4836,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,3500,4300,4000,01-Jul-24
4837,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,3500,4500,3800,29-Jun-24
4838,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,3500,4500,4000,28-Jun-24
4839,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,3600,4000,3800,05-Aug-24
4840,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,3600,4000,3800,06-Aug-24
4841,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,3800,4000,3900,01-Aug-24
4842,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,3800,4000,3900,02-Aug-24
4843,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,3800,4000,3900,03-Aug-24
4844,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,3800,4000,3900,19-Dec-24
4845,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,3800,4000,3900,19-Jul-24
4846,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,3800,4000,3900,21-Jun-24
4847,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,3800,4200,4000,20-Jul-24
4848,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,4000,4100,4050,08-Aug-24
4849,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,4000,4100,4050,31-Jul-24
4850,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,4000,4100,4100,07-Aug-24
4851,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,4000,4200,4100,08-Jul-24
4852,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,4000,4200,4100,16-Jul-24
4853,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,4000,4200,4100,18-Jul-24
4854,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,4000,4200,4100,22-Jul-24
4855,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,4000,4200,4100,23-Jul-24
4856,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,4000,4200,4100,24-Jul-24
4857,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,4000,4200,4100,25-Jul-24
4858,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,4000,4200,4100,26-Jul-24
4859,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,4000,4200,4100,27-Jul-24
4860,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,4000,4200,4100,27-Jun-24
4861,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,4000,4200,4100,30-Jul-24
4862,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,4000,4300,4200,10-Jul-24
4863,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,4000,4400,4200,09-Aug-24
4864,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,4000,4500,4200,06-Jul-24
4865,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,4000,4500,4200,13-Aug-24
4866,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,4000,4500,4200,21-Aug-24
4867,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,4000,4500,4300,12-Aug-24
4868,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,4200,4300,4250,12-Jul-24
4869,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,4200,4300,4300,02-Jul-24
4870,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,4200,4300,4300,03-Jul-24
4871,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,4200,4300,4300,04-Jul-24
4872,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,4200,4300,4300,11-Jul-24
4873,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,4200,4300,4300,15-Jul-24
4874,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,4200,4500,4300,19-Aug-24
4875,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,4200,4500,4300,27-Nov-24
4876,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,4200,4500,4300,28-Nov-24
4877,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,4200,4500,4300,29-Nov-24
4878,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,4200,4500,4400,05-Jul-24
4879,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,4300,4500,4400,18-Dec-24
4880,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,4400,4800,4600,06-Dec-24
4881,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,4500,4600,4500,17-Aug-24
4882,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,4500,4600,4500,22-Aug-24
4883,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,4500,4700,4600,14-Aug-24
4884,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,4500,4800,4600,17-Dec-24
4885,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,4500,4800,4600,30-Nov-24
4886,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,4500,5000,4600,16-Aug-24
4887,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,4500,5000,4700,23-Aug-24
4888,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,4500,5000,4700,23-Nov-24
4889,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,4500,5000,4700,25-Nov-24
4890,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,4500,5000,4700,26-Nov-24
4891,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,4500,5000,4800,24-Aug-24
4892,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,4500,5000,4800,29-Aug-24
4893,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,4600,4700,4600,27-Aug-24
4894,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,4600,5000,4800,16-Dec-24
4895,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,4700,5000,4900,02-Sep-24
4896,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,4800,5000,4900,03-Dec-24
4897,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,4800,5000,4900,04-Dec-24
4898,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,4800,5000,4900,05-Dec-24
4899,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,4800,5000,4900,07-Dec-24
4900,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,4800,5000,4900,09-Dec-24
4901,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,4800,5000,4900,13-Dec-24
4902,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,4800,5000,4900,28-Aug-24
4903,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,4800,5200,5000,02-Dec-24
4904,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,4800,5200,5000,04-Sep-24
4905,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,4800,5200,5000,22-Nov-24
4906,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,4800,5200,5000,30-Aug-24
4907,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,4800,5200,5000,31-Aug-24
4908,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,5000,5200,5100,10-Dec-24
4909,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,5000,5200,5100,11-Dec-24
4910,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,5000,5200,5100,12-Dec-24
4911,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,5000,5200,5100,12-Sep-24
4912,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,5000,5200,5200,13-Sep-24
4913,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,5000,5400,5200,05-Sep-24
4914,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,5000,5400,5200,06-Sep-24
4915,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,5000,5400,5200,07-Sep-24
4916,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,5000,5400,5300,09-Sep-24
4917,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,5000,5500,5200,17-Sep-24
4918,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,5000,5500,5200,18-Sep-24
4919,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,5000,5500,5200,19-Nov-24
4920,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,5000,5500,5200,20-Nov-24
4921,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,5000,5500,5200,21-Nov-24
4922,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,5000,5500,5200,28-Oct-24
4923,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,5000,6000,5500,01-Oct-24
4924,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,5000,6000,5500,04-Oct-24
4925,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,5000,6000,5500,05-Oct-24
4926,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,5000,6000,5500,30-Sep-24
4927,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,5000,6000,5800,03-Oct-24
4928,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,5200,5400,5300,10-Sep-24
4929,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,5200,5400,5300,11-Sep-24
4930,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,5200,5500,5300,21-Oct-24
4931,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,5200,5500,5400,18-Nov-24
4932,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,5200,5800,5500,08-Oct-24
4933,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,5200,5800,5500,09-Oct-24
4934,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,5200,5800,5500,10-Oct-24
4935,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,5200,5800,5500,22-Oct-24
4936,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,5200,5800,5500,23-Oct-24
4937,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,5200,5800,5500,24-Oct-24
4938,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,5200,5800,5600,07-Oct-24
4939,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,5200,5800,5600,25-Oct-24
4940,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,5200,5800,5600,26-Oct-24
4941,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,5400,5600,5500,19-Sep-24
4942,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,5400,5600,5500,20-Sep-24
4943,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,5400,5600,5500,21-Sep-24
4944,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,5400,5800,5500,14-Oct-24
4945,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,5400,5800,5500,29-Oct-24
4946,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,5400,5800,5600,13-Nov-24
4947,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,5400,5800,5600,14-Nov-24
4948,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,5400,5800,5600,30-Oct-24
4949,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,5500,5700,5500,15-Oct-24
4950,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,5500,5700,5600,16-Oct-24
4951,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,5500,5800,5600,04-Nov-24
4952,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,5500,6000,5700,24-Sep-24
4953,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,5500,6000,5800,23-Sep-24
4954,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,5500,6000,5800,25-Sep-24
4955,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,5500,6200,5800,05-Nov-24
4956,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,5500,6200,5800,06-Nov-24
4957,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,5500,6200,5800,07-Nov-24
4958,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,5500,6500,6000,12-Nov-24
4959,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,5800,6000,5900,28-Sep-24
4960,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,5800,6300,6000,26-Sep-24
4961,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,5800,6300,6000,27-Sep-24
4962,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,5800,6500,6200,11-Nov-24
4963,Kangra,Himachal Pradesh,Kangra,Onion,Other,FAQ,6500,6800,6600,08-Nov-24
4964,Kangra,Himachal Pradesh,Kangra,Apple,Other,Large,10000,15000,13000,04-Apr-24
4965,Kangra,Himachal Pradesh,Kangra,Apple,Other,Large,12000,20000,16000,13-May-24
4966,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,2000,9000,7000,09-Sep-24
4967,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,2000,9000,7000,17-Sep-24
4968,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,2200,3200,2800,06-Aug-24
4969,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,2500,20000,5000,02-Aug-24
4970,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,2500,20000,5000,03-Aug-24
4971,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,3000,8000,5000,01-Aug-24
4972,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,3000,8000,5000,31-Jul-24
4973,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,3000,8000,6000,01-Oct-24
4974,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,3000,8000,6000,05-Oct-24
4975,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,3000,8000,6000,08-Oct-24
4976,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,3000,8000,6000,09-Oct-24
4977,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,3000,8000,6000,27-Sep-24
4978,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,3000,8000,6000,28-Sep-24
4979,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,3000,9000,6000,04-Oct-24
4980,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,3000,9000,6000,10-Sep-24
4981,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,3000,9000,6000,11-Sep-24
4982,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,3000,9000,6000,18-Sep-24
4983,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,3000,9000,6000,24-Sep-24
4984,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,3000,9000,6000,26-Sep-24
4985,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,3000,9000,6500,03-Oct-24
4986,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,3000,9000,7000,12-Sep-24
4987,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,3000,9000,7000,19-Sep-24
4988,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,3000,9000,7000,20-Sep-24
4989,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,3000,9000,7000,21-Sep-24
4990,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,3000,9000,7000,23-Sep-24
4991,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,3000,9000,7000,25-Sep-24
4992,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,3000,10000,6000,07-Sep-24
4993,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,3000,10000,6000,13-Sep-24
4994,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,3000,10000,7000,04-Sep-24
4995,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,3000,10000,7000,05-Sep-24
4996,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,3000,10000,7000,07-Oct-24
4997,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,3000,11000,8000,28-Aug-24
4998,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,3500,10000,7000,12-Aug-24
4999,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,4000,8000,6000,10-Oct-24
5000,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,4000,8000,6000,14-Oct-24
5001,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,4000,8000,6000,15-Oct-24
5002,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,4000,8000,6000,16-Oct-24
5003,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,4000,8000,6000,30-Sep-24
5004,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,4000,10000,7000,06-Sep-24
5005,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,4000,11000,6000,07-Aug-24
5006,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,4000,11000,8000,29-Aug-24
5007,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,4000,11000,8000,30-Aug-24
5008,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,4000,12000,6000,16-Aug-24
5009,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,4000,12000,8000,09-Aug-24
5010,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,4000,12000,8000,21-Aug-24
5011,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,4000,12000,9000,27-Aug-24
5012,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,4000,13000,7500,13-Aug-24
5013,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,4000,13000,8000,19-Jul-24
5014,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,4000,13000,8000,22-Aug-24
5015,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,4000,13000,9000,24-Aug-24
5016,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,4000,19000,8000,08-Aug-24
5017,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,4000,20000,8000,05-Aug-24
5018,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,5000,8000,6000,21-Oct-24
5019,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,5000,8000,6000,22-Oct-24
5020,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,5000,8000,6000,23-Oct-24
5021,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,5000,8000,6000,24-Oct-24
5022,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,5000,8000,6000,25-Oct-24
5023,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,5000,8000,6000,26-Oct-24
5024,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,5000,8000,6000,28-Oct-24
5025,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,5000,8000,6000,29-Oct-24
5026,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,5000,8000,6000,30-Oct-24
5027,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,5000,8000,6000,31-Oct-24
5028,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,5000,9000,6000,04-Nov-24
5029,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,5000,9000,7000,02-Dec-24
5030,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,5000,9000,7000,03-Dec-24
5031,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,5000,9000,7000,04-Dec-24
5032,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,5000,9000,7000,05-Dec-24
5033,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,5000,9000,7000,05-Nov-24
5034,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,5000,9000,7000,06-Dec-24
5035,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,5000,9000,7000,06-Nov-24
5036,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,5000,9000,7000,07-Dec-24
5037,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,5000,9000,7000,07-Nov-24
5038,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,5000,9000,7000,09-Dec-24
5039,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,5000,9000,7000,10-Dec-24
5040,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,5000,9000,7000,11-Dec-24
5041,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,5000,9000,7000,11-Nov-24
5042,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,5000,9000,7000,12-Dec-24
5043,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,5000,9000,7000,12-Nov-24
5044,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,5000,9000,7000,13-Dec-24
5045,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,5000,9000,7000,16-Dec-24
5046,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,5000,9000,7000,17-Dec-24
5047,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,5000,9000,7000,18-Dec-24
5048,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,5000,9000,7000,19-Dec-24
5049,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,5000,9000,7000,27-Nov-24
5050,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,5000,9000,7000,28-Nov-24
5051,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,5000,9000,7000,29-Nov-24
5052,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,5000,9000,7000,30-Dec-24
5053,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,5000,9000,7000,30-Nov-24
5054,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,5000,9000,7500,08-Nov-24
5055,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,5000,9000,7500,13-Nov-24
5056,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,5000,10000,7000,18-Nov-24
5057,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,5000,10000,7000,19-Nov-24
5058,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,5000,10000,7000,20-Nov-24
5059,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,5000,10000,7000,21-Nov-24
5060,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,5000,10000,7000,22-Nov-24
5061,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,5000,10000,7000,23-Nov-24
5062,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,5000,10000,7000,25-Nov-24
5063,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,5000,10000,7000,26-Nov-24
5064,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,5000,10000,8000,20-Dec-24
5065,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,5000,10000,8000,21-Dec-24
5066,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,5000,10000,8000,23-Dec-24
5067,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,5000,10000,8000,24-Dec-24
5068,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,5000,10000,8000,31-Aug-24
5069,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,5000,12000,7000,14-Aug-24
5070,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,5000,12000,8000,02-Sep-24
5071,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,5000,13000,7000,20-Jul-24
5072,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,5000,15000,8000,20-Aug-24
5073,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,5000,15000,9000,19-Aug-24
5074,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,5000,15000,9000,23-Aug-24
5075,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,5000,17000,10000,25-Jul-24
5076,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,5000,18000,8000,17-Aug-24
5077,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,5000,20000,10000,26-Jul-24
5078,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,5000,20000,10000,27-Jul-24
5079,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,5000,20000,10000,29-Jul-24
5080,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,6000,9000,7000,26-Dec-24
5081,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,6000,9000,7000,27-Dec-24
5082,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,6000,13000,9000,23-Jul-24
5083,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,6000,13000,10000,24-Jul-24
5084,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,7000,13000,9000,22-Jul-24
5085,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,7000,13000,10000,16-Jul-24
5086,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,7000,20000,10000,30-Jul-24
5087,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,8000,10000,9000,02-Jan-25
5088,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,8000,10000,9000,03-Jan-25
5089,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,8000,10000,9000,24-Feb-25
5090,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,8000,12000,9000,13-Feb-25
5091,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,8000,12000,9000,17-Feb-25
5092,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,8000,12000,9000,22-Feb-25
5093,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,8000,12000,10000,14-Feb-25
5094,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,8000,12000,10000,14-Nov-24
5095,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,8000,12000,10000,15-Feb-25
5096,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,8000,12000,10000,18-Feb-25
5097,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,8000,12000,10000,20-Feb-25
5098,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,8000,12000,10000,21-Feb-25
5099,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,8000,13000,10000,27-Feb-25
5100,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,8000,13000,11000,01-Mar-25
5101,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,8000,13000,11000,04-Jan-25
5102,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,8000,13000,11000,06-Jan-25
5103,Kangra,Himachal Pradesh,Kangra,Apple,Other,Medium,8000,13000,11000,28-Feb-25
